_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,browser,controversial,openness,persistence,polarity,popularity,sentiment,browser_gold,commentcount,comments,controversial_gold,id,openness_gold,paragraphcount,persistence_gold,polarity_gold,popularity_gold,sentiment_gold,text,title,url
1107247072,12/11/2016 14:56:40,2280126669,12/11/2016 14:55:41,false,neodev,0.8457,37944261,USA,CA,San Jose,50.118.145.189,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",no,no,no,no,no,no,,239,"Hundred percent agree. The Scottish government and Nicolas sturgeon could make a stand...set up a Scottish inquiry which would force the hand of rudd. Sturgeon is a great politician....she will become an outstanding politician when she makes the truly brave decision that will stand up for ordinary working people who have been wronged by tory injustice and actions in history that were way beyond reasonable and possibly legal||""For several years, Neil Findlay, the Labour MSP for Lothian, has been pressing the Scottish government to initiate an inquiry into the conduct of the Scottish police during the miners’ strike ""
What a pity that his own party was in power in Scotland and the UK and sat on their hands for years. And now he wants the SNP to sort it out ???? Findlay is a right wing unionist to the core and his attempts to blame the SNP for something his own party had opportunities to sort out are a disgrace.||The conduct of the police raises questions about the extent to which a UK government, acting without the consent of parliament or the people, can suddenly suspend the normal checks and balances on the forces of law and order. 
I agree with you here - but in what world can the devolved Scottish government order an inquiry into the actions of the Thatcher government acting without the consent of the UK parliament? How could they compel witnesses for a start? 
There should be an inquiry I am fully supportive of that but you are shooting at the wrong target.||The decision by Amber Rudd not to hold an Inquiry was a disgrace. The fact she never even asked to see South Yorkshire's own files on the incident reveals the Tory disdain for truth, justice and democracy. They were using the police across England Scotland and Wales as an arm of the government, determined to crush 'the enemy within'. Senior tories from the Thatcher era welcomed the refusal to hold an Inquiry. What a surprise. Papers from the era are embargoed for 80 years. Nothing to see here - move along. This was a political decision to prevent not just Tory embarrassment but also the possibility of huge compensation settlements and to prevent an insight into how Thatcher really worked with the collusion of people who should have known better. The SNP Scottish Government can use their powers to hold an Inquiry into what went on in Scotland and shame the Tories (if such a thing is possible) into doing similar south of the border.||Sacrificed hundreds of thousands? And as for keeping the lights on - they were paid to do a job.",,28eb41b4-1952-4210-a45c-913d6d18d4c9,,14,,,,,"<p>Only those whose lives have been disfigured by gross injustice will know that the shame and hurt are not diminished by time. That is why mature, enlightened and liberal democracies will sometimes reach out to groups who have been wronged in another age. It also sends out a message to those who would still cling to medievalism. The pursuit to restore justice denied can never be time-barred – unless you are a miner in the UK.</p> <p>More than 30 years after the miners’ strike in 1984-85, thousands are still waiting for justice for their treatment. Governments north and south of the border have resisted all entreaties because each knows that to accede would be to invite proper scrutiny of the vindictive and sinister behaviour of the police. During the 12 months of the dispute, police forces were deployed in the manner of a private army by a government of the hard-right that used every means at its disposal to destroy the miners and their communities.</p>","If Scotland is fairer, what about justice for miners?",https://www.theguardian.com/commentisfree/2016/nov/13/if-scotland-is-a-fairer-place-what-about-justice-for-miners
1107247072,12/11/2016 16:37:16,2280218878,12/11/2016 16:36:32,false,neodev,0.5835,39923139,CAN,ON,Toronto,158.69.195.123,"Mozilla/5.0 (Linux; Android 4.4.4; ADR6425LVW Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.28 Mobile Safari/537.36",yes,yes,yes,yes,yes,yes,,239,"Hundred percent agree. The Scottish government and Nicolas sturgeon could make a stand...set up a Scottish inquiry which would force the hand of rudd. Sturgeon is a great politician....she will become an outstanding politician when she makes the truly brave decision that will stand up for ordinary working people who have been wronged by tory injustice and actions in history that were way beyond reasonable and possibly legal||""For several years, Neil Findlay, the Labour MSP for Lothian, has been pressing the Scottish government to initiate an inquiry into the conduct of the Scottish police during the miners’ strike ""
What a pity that his own party was in power in Scotland and the UK and sat on their hands for years. And now he wants the SNP to sort it out ???? Findlay is a right wing unionist to the core and his attempts to blame the SNP for something his own party had opportunities to sort out are a disgrace.||The conduct of the police raises questions about the extent to which a UK government, acting without the consent of parliament or the people, can suddenly suspend the normal checks and balances on the forces of law and order. 
I agree with you here - but in what world can the devolved Scottish government order an inquiry into the actions of the Thatcher government acting without the consent of the UK parliament? How could they compel witnesses for a start? 
There should be an inquiry I am fully supportive of that but you are shooting at the wrong target.||The decision by Amber Rudd not to hold an Inquiry was a disgrace. The fact she never even asked to see South Yorkshire's own files on the incident reveals the Tory disdain for truth, justice and democracy. They were using the police across England Scotland and Wales as an arm of the government, determined to crush 'the enemy within'. Senior tories from the Thatcher era welcomed the refusal to hold an Inquiry. What a surprise. Papers from the era are embargoed for 80 years. Nothing to see here - move along. This was a political decision to prevent not just Tory embarrassment but also the possibility of huge compensation settlements and to prevent an insight into how Thatcher really worked with the collusion of people who should have known better. The SNP Scottish Government can use their powers to hold an Inquiry into what went on in Scotland and shame the Tories (if such a thing is possible) into doing similar south of the border.||Sacrificed hundreds of thousands? And as for keeping the lights on - they were paid to do a job.",,28eb41b4-1952-4210-a45c-913d6d18d4c9,,14,,,,,"<p>Only those whose lives have been disfigured by gross injustice will know that the shame and hurt are not diminished by time. That is why mature, enlightened and liberal democracies will sometimes reach out to groups who have been wronged in another age. It also sends out a message to those who would still cling to medievalism. The pursuit to restore justice denied can never be time-barred – unless you are a miner in the UK.</p> <p>More than 30 years after the miners’ strike in 1984-85, thousands are still waiting for justice for their treatment. Governments north and south of the border have resisted all entreaties because each knows that to accede would be to invite proper scrutiny of the vindictive and sinister behaviour of the police. During the 12 months of the dispute, police forces were deployed in the manner of a private army by a government of the hard-right that used every means at its disposal to destroy the miners and their communities.</p>","If Scotland is fairer, what about justice for miners?",https://www.theguardian.com/commentisfree/2016/nov/13/if-scotland-is-a-fairer-place-what-about-justice-for-miners
1107247072,12/11/2016 17:09:51,2280245195,12/11/2016 17:09:20,false,neodev,0.6029,40066858,CAN,ON,Toronto,158.69.195.123,"Mozilla/5.0 (Linux; Android 4.4.4; ADR6425LVW Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.18 Mobile Safari/537.36",yes,yes,yes,yes,yes,yes,,239,"Hundred percent agree. The Scottish government and Nicolas sturgeon could make a stand...set up a Scottish inquiry which would force the hand of rudd. Sturgeon is a great politician....she will become an outstanding politician when she makes the truly brave decision that will stand up for ordinary working people who have been wronged by tory injustice and actions in history that were way beyond reasonable and possibly legal||""For several years, Neil Findlay, the Labour MSP for Lothian, has been pressing the Scottish government to initiate an inquiry into the conduct of the Scottish police during the miners’ strike ""
What a pity that his own party was in power in Scotland and the UK and sat on their hands for years. And now he wants the SNP to sort it out ???? Findlay is a right wing unionist to the core and his attempts to blame the SNP for something his own party had opportunities to sort out are a disgrace.||The conduct of the police raises questions about the extent to which a UK government, acting without the consent of parliament or the people, can suddenly suspend the normal checks and balances on the forces of law and order. 
I agree with you here - but in what world can the devolved Scottish government order an inquiry into the actions of the Thatcher government acting without the consent of the UK parliament? How could they compel witnesses for a start? 
There should be an inquiry I am fully supportive of that but you are shooting at the wrong target.||The decision by Amber Rudd not to hold an Inquiry was a disgrace. The fact she never even asked to see South Yorkshire's own files on the incident reveals the Tory disdain for truth, justice and democracy. They were using the police across England Scotland and Wales as an arm of the government, determined to crush 'the enemy within'. Senior tories from the Thatcher era welcomed the refusal to hold an Inquiry. What a surprise. Papers from the era are embargoed for 80 years. Nothing to see here - move along. This was a political decision to prevent not just Tory embarrassment but also the possibility of huge compensation settlements and to prevent an insight into how Thatcher really worked with the collusion of people who should have known better. The SNP Scottish Government can use their powers to hold an Inquiry into what went on in Scotland and shame the Tories (if such a thing is possible) into doing similar south of the border.||Sacrificed hundreds of thousands? And as for keeping the lights on - they were paid to do a job.",,28eb41b4-1952-4210-a45c-913d6d18d4c9,,14,,,,,"<p>Only those whose lives have been disfigured by gross injustice will know that the shame and hurt are not diminished by time. That is why mature, enlightened and liberal democracies will sometimes reach out to groups who have been wronged in another age. It also sends out a message to those who would still cling to medievalism. The pursuit to restore justice denied can never be time-barred – unless you are a miner in the UK.</p> <p>More than 30 years after the miners’ strike in 1984-85, thousands are still waiting for justice for their treatment. Governments north and south of the border have resisted all entreaties because each knows that to accede would be to invite proper scrutiny of the vindictive and sinister behaviour of the police. During the 12 months of the dispute, police forces were deployed in the manner of a private army by a government of the hard-right that used every means at its disposal to destroy the miners and their communities.</p>","If Scotland is fairer, what about justice for miners?",https://www.theguardian.com/commentisfree/2016/nov/13/if-scotland-is-a-fairer-place-what-about-justice-for-miners
1107247072,12/11/2016 18:17:46,2280297858,12/11/2016 18:17:13,false,gifthulk,0.6815,18666417,USA,PA,Meadville,24.239.63.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",yes,yes,yes,yes,yes,yes,,239,"Hundred percent agree. The Scottish government and Nicolas sturgeon could make a stand...set up a Scottish inquiry which would force the hand of rudd. Sturgeon is a great politician....she will become an outstanding politician when she makes the truly brave decision that will stand up for ordinary working people who have been wronged by tory injustice and actions in history that were way beyond reasonable and possibly legal||""For several years, Neil Findlay, the Labour MSP for Lothian, has been pressing the Scottish government to initiate an inquiry into the conduct of the Scottish police during the miners’ strike ""
What a pity that his own party was in power in Scotland and the UK and sat on their hands for years. And now he wants the SNP to sort it out ???? Findlay is a right wing unionist to the core and his attempts to blame the SNP for something his own party had opportunities to sort out are a disgrace.||The conduct of the police raises questions about the extent to which a UK government, acting without the consent of parliament or the people, can suddenly suspend the normal checks and balances on the forces of law and order. 
I agree with you here - but in what world can the devolved Scottish government order an inquiry into the actions of the Thatcher government acting without the consent of the UK parliament? How could they compel witnesses for a start? 
There should be an inquiry I am fully supportive of that but you are shooting at the wrong target.||The decision by Amber Rudd not to hold an Inquiry was a disgrace. The fact she never even asked to see South Yorkshire's own files on the incident reveals the Tory disdain for truth, justice and democracy. They were using the police across England Scotland and Wales as an arm of the government, determined to crush 'the enemy within'. Senior tories from the Thatcher era welcomed the refusal to hold an Inquiry. What a surprise. Papers from the era are embargoed for 80 years. Nothing to see here - move along. This was a political decision to prevent not just Tory embarrassment but also the possibility of huge compensation settlements and to prevent an insight into how Thatcher really worked with the collusion of people who should have known better. The SNP Scottish Government can use their powers to hold an Inquiry into what went on in Scotland and shame the Tories (if such a thing is possible) into doing similar south of the border.||Sacrificed hundreds of thousands? And as for keeping the lights on - they were paid to do a job.",,28eb41b4-1952-4210-a45c-913d6d18d4c9,,14,,,,,"<p>Only those whose lives have been disfigured by gross injustice will know that the shame and hurt are not diminished by time. That is why mature, enlightened and liberal democracies will sometimes reach out to groups who have been wronged in another age. It also sends out a message to those who would still cling to medievalism. The pursuit to restore justice denied can never be time-barred – unless you are a miner in the UK.</p> <p>More than 30 years after the miners’ strike in 1984-85, thousands are still waiting for justice for their treatment. Governments north and south of the border have resisted all entreaties because each knows that to accede would be to invite proper scrutiny of the vindictive and sinister behaviour of the police. During the 12 months of the dispute, police forces were deployed in the manner of a private army by a government of the hard-right that used every means at its disposal to destroy the miners and their communities.</p>","If Scotland is fairer, what about justice for miners?",https://www.theguardian.com/commentisfree/2016/nov/13/if-scotland-is-a-fairer-place-what-about-justice-for-miners
1107247072,12/11/2016 21:17:43,2280440173,12/11/2016 21:17:07,false,clixsense,0.6802,39740935,CAN,ON,Toronto,158.69.195.123,"Mozilla/5.0 (Linux; Android 4.4.4; ADR6425LVW Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.90 YaBrowser/17.1.0.132.00 (alpha) Mobile Safari/537.36",yes,yes,yes,yes,yes,yes,,239,"Hundred percent agree. The Scottish government and Nicolas sturgeon could make a stand...set up a Scottish inquiry which would force the hand of rudd. Sturgeon is a great politician....she will become an outstanding politician when she makes the truly brave decision that will stand up for ordinary working people who have been wronged by tory injustice and actions in history that were way beyond reasonable and possibly legal||""For several years, Neil Findlay, the Labour MSP for Lothian, has been pressing the Scottish government to initiate an inquiry into the conduct of the Scottish police during the miners’ strike ""
What a pity that his own party was in power in Scotland and the UK and sat on their hands for years. And now he wants the SNP to sort it out ???? Findlay is a right wing unionist to the core and his attempts to blame the SNP for something his own party had opportunities to sort out are a disgrace.||The conduct of the police raises questions about the extent to which a UK government, acting without the consent of parliament or the people, can suddenly suspend the normal checks and balances on the forces of law and order. 
I agree with you here - but in what world can the devolved Scottish government order an inquiry into the actions of the Thatcher government acting without the consent of the UK parliament? How could they compel witnesses for a start? 
There should be an inquiry I am fully supportive of that but you are shooting at the wrong target.||The decision by Amber Rudd not to hold an Inquiry was a disgrace. The fact she never even asked to see South Yorkshire's own files on the incident reveals the Tory disdain for truth, justice and democracy. They were using the police across England Scotland and Wales as an arm of the government, determined to crush 'the enemy within'. Senior tories from the Thatcher era welcomed the refusal to hold an Inquiry. What a surprise. Papers from the era are embargoed for 80 years. Nothing to see here - move along. This was a political decision to prevent not just Tory embarrassment but also the possibility of huge compensation settlements and to prevent an insight into how Thatcher really worked with the collusion of people who should have known better. The SNP Scottish Government can use their powers to hold an Inquiry into what went on in Scotland and shame the Tories (if such a thing is possible) into doing similar south of the border.||Sacrificed hundreds of thousands? And as for keeping the lights on - they were paid to do a job.",,28eb41b4-1952-4210-a45c-913d6d18d4c9,,14,,,,,"<p>Only those whose lives have been disfigured by gross injustice will know that the shame and hurt are not diminished by time. That is why mature, enlightened and liberal democracies will sometimes reach out to groups who have been wronged in another age. It also sends out a message to those who would still cling to medievalism. The pursuit to restore justice denied can never be time-barred – unless you are a miner in the UK.</p> <p>More than 30 years after the miners’ strike in 1984-85, thousands are still waiting for justice for their treatment. Governments north and south of the border have resisted all entreaties because each knows that to accede would be to invite proper scrutiny of the vindictive and sinister behaviour of the police. During the 12 months of the dispute, police forces were deployed in the manner of a private army by a government of the hard-right that used every means at its disposal to destroy the miners and their communities.</p>","If Scotland is fairer, what about justice for miners?",https://www.theguardian.com/commentisfree/2016/nov/13/if-scotland-is-a-fairer-place-what-about-justice-for-miners
1107247072,12/11/2016 23:16:05,2280508724,12/11/2016 23:15:39,false,memolink,0.6273,6587538,CAN,ON,Toronto,65.95.207.225,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",yes,yes,yes,yes,yes,yes,,239,"Hundred percent agree. The Scottish government and Nicolas sturgeon could make a stand...set up a Scottish inquiry which would force the hand of rudd. Sturgeon is a great politician....she will become an outstanding politician when she makes the truly brave decision that will stand up for ordinary working people who have been wronged by tory injustice and actions in history that were way beyond reasonable and possibly legal||""For several years, Neil Findlay, the Labour MSP for Lothian, has been pressing the Scottish government to initiate an inquiry into the conduct of the Scottish police during the miners’ strike ""
What a pity that his own party was in power in Scotland and the UK and sat on their hands for years. And now he wants the SNP to sort it out ???? Findlay is a right wing unionist to the core and his attempts to blame the SNP for something his own party had opportunities to sort out are a disgrace.||The conduct of the police raises questions about the extent to which a UK government, acting without the consent of parliament or the people, can suddenly suspend the normal checks and balances on the forces of law and order. 
I agree with you here - but in what world can the devolved Scottish government order an inquiry into the actions of the Thatcher government acting without the consent of the UK parliament? How could they compel witnesses for a start? 
There should be an inquiry I am fully supportive of that but you are shooting at the wrong target.||The decision by Amber Rudd not to hold an Inquiry was a disgrace. The fact she never even asked to see South Yorkshire's own files on the incident reveals the Tory disdain for truth, justice and democracy. They were using the police across England Scotland and Wales as an arm of the government, determined to crush 'the enemy within'. Senior tories from the Thatcher era welcomed the refusal to hold an Inquiry. What a surprise. Papers from the era are embargoed for 80 years. Nothing to see here - move along. This was a political decision to prevent not just Tory embarrassment but also the possibility of huge compensation settlements and to prevent an insight into how Thatcher really worked with the collusion of people who should have known better. The SNP Scottish Government can use their powers to hold an Inquiry into what went on in Scotland and shame the Tories (if such a thing is possible) into doing similar south of the border.||Sacrificed hundreds of thousands? And as for keeping the lights on - they were paid to do a job.",,28eb41b4-1952-4210-a45c-913d6d18d4c9,,14,,,,,"<p>Only those whose lives have been disfigured by gross injustice will know that the shame and hurt are not diminished by time. That is why mature, enlightened and liberal democracies will sometimes reach out to groups who have been wronged in another age. It also sends out a message to those who would still cling to medievalism. The pursuit to restore justice denied can never be time-barred – unless you are a miner in the UK.</p> <p>More than 30 years after the miners’ strike in 1984-85, thousands are still waiting for justice for their treatment. Governments north and south of the border have resisted all entreaties because each knows that to accede would be to invite proper scrutiny of the vindictive and sinister behaviour of the police. During the 12 months of the dispute, police forces were deployed in the manner of a private army by a government of the hard-right that used every means at its disposal to destroy the miners and their communities.</p>","If Scotland is fairer, what about justice for miners?",https://www.theguardian.com/commentisfree/2016/nov/13/if-scotland-is-a-fairer-place-what-about-justice-for-miners
1107247073,12/11/2016 18:32:09,2280311554,12/11/2016 18:31:33,false,gifthulk,0.6815,18666417,USA,PA,Meadville,24.239.63.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",no,no,no,yes,yes,no,,39,"Southgate seems a decent bloke, however, he won't get much out of this bunch like a great deal of those before him. Sure they'll waltz through their group, look decent here and there perhaps even resemble something like a cohesive unit but ultimately it will just be them flattering to deceive.
The fact that Rooney is still being played tells me all I need to know, also players like Cahill are long in the tooth. He's been badly exposed at Chelsea and despite the fact his deficiencies will be covered up in the back three they're currently utilising he will be found wanting on the international stage.||Scotland are utter pants, yet could have beaten England last night with better finishing and a decent pair of centre halves. Of the two teams, given the vast disparity in apparent player values, apart from the score which played better last night? 
Southgate seems a nice enough guy, and a better coach for England than Sam Twattardyce. Whether he'll be allowed to muddle on through being average by the English press is another thing entirely.||Scrap international football altogether.
Gareth 'Face like a Dragon or a Goblin, I'm really not sure' Southgate is a terrible choice for a terrible team. He's barely older than half the players and was a highly average player himself, how he could manage to leverage any respect from the Beats-wearing, Balenciaga-donning fuckwit narcissists and Wayne Rooney is anybody's guess.
Scrap international football altogether.||Good on Garett, love the three piece suit and two poppy combo. He could have had a poppy themed tie and all.||It's England it will all end up shit",,291bdaaa-b4fd-4770-88f4-3c25ff376275,,21,,,,,"<p>It was a victory that in many ways embodies the early days of the England reign of the man who has accidentally landed in the hot seat. Well meaning but hesitant. Full of good intentions but, as yet, far from wholly convincing. A curate’s egg that contained flashes of promise but plenty of familiar failings and nagging questions. Enough of the former to likely land Gareth Southgate a contract through to Euro 2020 but still too many of the latter to inspire much confidence.</p> <p>As England’s players, eight of whom also started on that fateful night in Nice when Iceland struck the latest and among the most crushing of blows to the nation’s footballing psyche, gingerly and hesitantly continued their rehabilitation in the World Cup qualifier against Scotland at Wembley on Friday night, Southgate also sought to find his feet as an international manager. Both tottered like a baby giraffe at times but ultimately found some slivers of optimism. There are always slivers.</p>",Gareth Southgate set for England job but the work has only just begun |Owen Gibson,https://www.theguardian.com/football/2016/nov/12/england-world-cup-2018-gareth-southgate-scotland-wembley
1107247073,12/12/2016 00:29:27,2280546285,12/12/2016 00:28:50,false,clixsense,0.8217,35394287,CAN,NB,Riverview,142.177.130.186,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900W8 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",no,no,yes,yes,no,yes,,39,"Southgate seems a decent bloke, however, he won't get much out of this bunch like a great deal of those before him. Sure they'll waltz through their group, look decent here and there perhaps even resemble something like a cohesive unit but ultimately it will just be them flattering to deceive.
The fact that Rooney is still being played tells me all I need to know, also players like Cahill are long in the tooth. He's been badly exposed at Chelsea and despite the fact his deficiencies will be covered up in the back three they're currently utilising he will be found wanting on the international stage.||Scotland are utter pants, yet could have beaten England last night with better finishing and a decent pair of centre halves. Of the two teams, given the vast disparity in apparent player values, apart from the score which played better last night? 
Southgate seems a nice enough guy, and a better coach for England than Sam Twattardyce. Whether he'll be allowed to muddle on through being average by the English press is another thing entirely.||Scrap international football altogether.
Gareth 'Face like a Dragon or a Goblin, I'm really not sure' Southgate is a terrible choice for a terrible team. He's barely older than half the players and was a highly average player himself, how he could manage to leverage any respect from the Beats-wearing, Balenciaga-donning fuckwit narcissists and Wayne Rooney is anybody's guess.
Scrap international football altogether.||Good on Garett, love the three piece suit and two poppy combo. He could have had a poppy themed tie and all.||It's England it will all end up shit",,291bdaaa-b4fd-4770-88f4-3c25ff376275,,21,,,,,"<p>It was a victory that in many ways embodies the early days of the England reign of the man who has accidentally landed in the hot seat. Well meaning but hesitant. Full of good intentions but, as yet, far from wholly convincing. A curate’s egg that contained flashes of promise but plenty of familiar failings and nagging questions. Enough of the former to likely land Gareth Southgate a contract through to Euro 2020 but still too many of the latter to inspire much confidence.</p> <p>As England’s players, eight of whom also started on that fateful night in Nice when Iceland struck the latest and among the most crushing of blows to the nation’s footballing psyche, gingerly and hesitantly continued their rehabilitation in the World Cup qualifier against Scotland at Wembley on Friday night, Southgate also sought to find his feet as an international manager. Both tottered like a baby giraffe at times but ultimately found some slivers of optimism. There are always slivers.</p>",Gareth Southgate set for England job but the work has only just begun |Owen Gibson,https://www.theguardian.com/football/2016/nov/12/england-world-cup-2018-gareth-southgate-scotland-wembley
1107247073,12/12/2016 01:27:14,2280579805,12/12/2016 01:25:27,false,neodev,0.7504,18881135,CAN,NB,Saint George,174.119.194.25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,no,no,no,no,no,,39,"Southgate seems a decent bloke, however, he won't get much out of this bunch like a great deal of those before him. Sure they'll waltz through their group, look decent here and there perhaps even resemble something like a cohesive unit but ultimately it will just be them flattering to deceive.
The fact that Rooney is still being played tells me all I need to know, also players like Cahill are long in the tooth. He's been badly exposed at Chelsea and despite the fact his deficiencies will be covered up in the back three they're currently utilising he will be found wanting on the international stage.||Scotland are utter pants, yet could have beaten England last night with better finishing and a decent pair of centre halves. Of the two teams, given the vast disparity in apparent player values, apart from the score which played better last night? 
Southgate seems a nice enough guy, and a better coach for England than Sam Twattardyce. Whether he'll be allowed to muddle on through being average by the English press is another thing entirely.||Scrap international football altogether.
Gareth 'Face like a Dragon or a Goblin, I'm really not sure' Southgate is a terrible choice for a terrible team. He's barely older than half the players and was a highly average player himself, how he could manage to leverage any respect from the Beats-wearing, Balenciaga-donning fuckwit narcissists and Wayne Rooney is anybody's guess.
Scrap international football altogether.||Good on Garett, love the three piece suit and two poppy combo. He could have had a poppy themed tie and all.||It's England it will all end up shit",,291bdaaa-b4fd-4770-88f4-3c25ff376275,,21,,,,,"<p>It was a victory that in many ways embodies the early days of the England reign of the man who has accidentally landed in the hot seat. Well meaning but hesitant. Full of good intentions but, as yet, far from wholly convincing. A curate’s egg that contained flashes of promise but plenty of familiar failings and nagging questions. Enough of the former to likely land Gareth Southgate a contract through to Euro 2020 but still too many of the latter to inspire much confidence.</p> <p>As England’s players, eight of whom also started on that fateful night in Nice when Iceland struck the latest and among the most crushing of blows to the nation’s footballing psyche, gingerly and hesitantly continued their rehabilitation in the World Cup qualifier against Scotland at Wembley on Friday night, Southgate also sought to find his feet as an international manager. Both tottered like a baby giraffe at times but ultimately found some slivers of optimism. There are always slivers.</p>",Gareth Southgate set for England job but the work has only just begun |Owen Gibson,https://www.theguardian.com/football/2016/nov/12/england-world-cup-2018-gareth-southgate-scotland-wembley
1107247073,12/12/2016 02:30:09,2280620670,12/12/2016 02:28:50,false,clixsense,0.4952,13121046,CAN,QC,Trois-rivières,24.122.109.208,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,no,yes,yes,yes,yes,yes,,39,"Southgate seems a decent bloke, however, he won't get much out of this bunch like a great deal of those before him. Sure they'll waltz through their group, look decent here and there perhaps even resemble something like a cohesive unit but ultimately it will just be them flattering to deceive.
The fact that Rooney is still being played tells me all I need to know, also players like Cahill are long in the tooth. He's been badly exposed at Chelsea and despite the fact his deficiencies will be covered up in the back three they're currently utilising he will be found wanting on the international stage.||Scotland are utter pants, yet could have beaten England last night with better finishing and a decent pair of centre halves. Of the two teams, given the vast disparity in apparent player values, apart from the score which played better last night? 
Southgate seems a nice enough guy, and a better coach for England than Sam Twattardyce. Whether he'll be allowed to muddle on through being average by the English press is another thing entirely.||Scrap international football altogether.
Gareth 'Face like a Dragon or a Goblin, I'm really not sure' Southgate is a terrible choice for a terrible team. He's barely older than half the players and was a highly average player himself, how he could manage to leverage any respect from the Beats-wearing, Balenciaga-donning fuckwit narcissists and Wayne Rooney is anybody's guess.
Scrap international football altogether.||Good on Garett, love the three piece suit and two poppy combo. He could have had a poppy themed tie and all.||It's England it will all end up shit",,291bdaaa-b4fd-4770-88f4-3c25ff376275,,21,,,,,"<p>It was a victory that in many ways embodies the early days of the England reign of the man who has accidentally landed in the hot seat. Well meaning but hesitant. Full of good intentions but, as yet, far from wholly convincing. A curate’s egg that contained flashes of promise but plenty of familiar failings and nagging questions. Enough of the former to likely land Gareth Southgate a contract through to Euro 2020 but still too many of the latter to inspire much confidence.</p> <p>As England’s players, eight of whom also started on that fateful night in Nice when Iceland struck the latest and among the most crushing of blows to the nation’s footballing psyche, gingerly and hesitantly continued their rehabilitation in the World Cup qualifier against Scotland at Wembley on Friday night, Southgate also sought to find his feet as an international manager. Both tottered like a baby giraffe at times but ultimately found some slivers of optimism. There are always slivers.</p>",Gareth Southgate set for England job but the work has only just begun |Owen Gibson,https://www.theguardian.com/football/2016/nov/12/england-world-cup-2018-gareth-southgate-scotland-wembley
