_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,controversial,debated,otheropinions,popular,upset,comments,controversial_gold,debated_gold,id,otheropinions_gold,popular_gold,text,title,upset_gold,url
1100782442,12/4/2016 04:40:34,2262083372,12/4/2016 04:38:43,false,gifthunterclub,0.8195,40528644,USA,NJ,Edison,196.53.37.39,no,unknown,yes,unknown,yes,"No thanks.||More specialist, accessible, dementia care is needed. As long as they provide the level of care to justify the fee then I'm sure this place will be successful.||Are these the new Health Services ... affordable only to BoJo, Govo and Fromage ...wow||Hear, hear! Properly funded care. And selecting carers for empathy and providing good training is the best start.||Granny farming is very profitable.",,,0001a324-06dd-4a90-9131-daf360c01dbc,,,"<p>Chelsea Court Place describes itself as the UK’s first luxury purpose-built and designed residential and daycare home for people with Alzheimer’s and dementia. Inside the building on the exclusive King’s Road in London, it feels more like a private members’ club or a five-star hotel than a care home, with its thick carpets, tasteful paintings and wall hangings.</p> <p>There are none of the familiar smells of toilets, disinfectant or overcooked food that often rudely greet visitors to such establishments. Here, there is a private cinema, luxury spa and treatment rooms, and a library stocked with sumptuous coffee-table volumes. Its 15 elegantly furnished en suite “apartments” are set in a horseshoe shape around the central dining area, where a restaurant and 24-hour cafe for residents and visitors offer tailored food choices to suit individual nutritional needs.</p>",A luxury care home for people with dementia – but at what price?,,https://www.theguardian.com/society/2016/nov/23/luxury-care-home-dementia-but-what-price
1100782442,12/4/2016 04:41:31,2262083873,12/4/2016 04:41:02,false,gifthunterclub,0.55,39716763,USA,CA,San Jose,50.118.145.245,no,yes,yes,yes,no,"No thanks.||More specialist, accessible, dementia care is needed. As long as they provide the level of care to justify the fee then I'm sure this place will be successful.||Are these the new Health Services ... affordable only to BoJo, Govo and Fromage ...wow||Hear, hear! Properly funded care. And selecting carers for empathy and providing good training is the best start.||Granny farming is very profitable.",,,0001a324-06dd-4a90-9131-daf360c01dbc,,,"<p>Chelsea Court Place describes itself as the UK’s first luxury purpose-built and designed residential and daycare home for people with Alzheimer’s and dementia. Inside the building on the exclusive King’s Road in London, it feels more like a private members’ club or a five-star hotel than a care home, with its thick carpets, tasteful paintings and wall hangings.</p> <p>There are none of the familiar smells of toilets, disinfectant or overcooked food that often rudely greet visitors to such establishments. Here, there is a private cinema, luxury spa and treatment rooms, and a library stocked with sumptuous coffee-table volumes. Its 15 elegantly furnished en suite “apartments” are set in a horseshoe shape around the central dining area, where a restaurant and 24-hour cafe for residents and visitors offer tailored food choices to suit individual nutritional needs.</p>",A luxury care home for people with dementia – but at what price?,,https://www.theguardian.com/society/2016/nov/23/luxury-care-home-dementia-but-what-price
1100782442,12/4/2016 04:43:58,2262085084,12/4/2016 04:42:17,false,elite,0.6556,32641084,USA,CA,San Jose,23.27.45.229,no,unknown,unknown,unknown,unknown,"No thanks.||More specialist, accessible, dementia care is needed. As long as they provide the level of care to justify the fee then I'm sure this place will be successful.||Are these the new Health Services ... affordable only to BoJo, Govo and Fromage ...wow||Hear, hear! Properly funded care. And selecting carers for empathy and providing good training is the best start.||Granny farming is very profitable.",,,0001a324-06dd-4a90-9131-daf360c01dbc,,,"<p>Chelsea Court Place describes itself as the UK’s first luxury purpose-built and designed residential and daycare home for people with Alzheimer’s and dementia. Inside the building on the exclusive King’s Road in London, it feels more like a private members’ club or a five-star hotel than a care home, with its thick carpets, tasteful paintings and wall hangings.</p> <p>There are none of the familiar smells of toilets, disinfectant or overcooked food that often rudely greet visitors to such establishments. Here, there is a private cinema, luxury spa and treatment rooms, and a library stocked with sumptuous coffee-table volumes. Its 15 elegantly furnished en suite “apartments” are set in a horseshoe shape around the central dining area, where a restaurant and 24-hour cafe for residents and visitors offer tailored food choices to suit individual nutritional needs.</p>",A luxury care home for people with dementia – but at what price?,,https://www.theguardian.com/society/2016/nov/23/luxury-care-home-dementia-but-what-price
1100782443,12/4/2016 01:17:00,2261836279,12/4/2016 01:16:13,false,clixsense,0.8211,35394287,CAN,NL,Stephenville,71.7.213.107,no,no,no,no,no,"Ah yes, Labour's education policy.. 
I always liked the line about the difference between the extremists and the moderates was the the extremists wanted to abolish private education straight away whereas the moderates wanted to wait until their own children had finished school.||It's a crying shame, education like brexit and the slow moving car crash that is conservative party unity should be open goals for labour. Instead with McDonnell firing the opening shots in a reinvigorated war of membership vs the plp and him, corbyn and milne vs the overwhelming majority of members, unions, plp, llps and 70% of labour voters who voted remain all that will shortly happen is stories if fratricide and red on red briefings.||Labours chance ... You have a lot more faith in them than I do.||Do Labour still exist? I never hear much about them these days.||Labour have many opportunities at the moment to stand up and do the right thing. It is surely one of the best eras in politics to be the opposition as there's so much going on and so much opportunity to put forward a case for reshaping the future of this country.
But it won't happen. Labour are too busy fighting each other to do any good for the country at the moment. Corbyn has the power he wanted, but doesn't seem to know what to do with it.",,,016c8235-eba3-4d00-aef9-b631b3979fae,,,"<p>Politics abhors a vacuum – and the government has created a large one in education. In the space of a month, it has abandoned legislation to speed up the academy programme, launched an expansion of grammar schools but offered no details and postponed the introduction of a national funding formula. The result is confusion and uncertainty. Many schools had already started to plan for academy status and local authorities were doing the ground work for changes to school funding. Now they have been left high and dry waiting for the next snippet of information from ministers.</p> <p>What an opportunity for Labour. In opposition, the party has struggled to develop a distinctive identity; its broad support for key policies such as academies has overshadowed the differences between Labour and its opponents. Too few people feel it offers fresh thinking.</p>",Conservative education policy is in chaos. This is Labour’s chance I Estelle Morris,,https://www.theguardian.com/education/2016/nov/22/conservative-education-policy-labour-estelle-morris
1100782443,12/4/2016 02:06:34,2261907842,12/4/2016 02:05:06,false,prodege,0.8733,21372430,CAN,NS,Aylesford,24.222.248.111,yes,yes,yes,yes,yes,"Ah yes, Labour's education policy.. 
I always liked the line about the difference between the extremists and the moderates was the the extremists wanted to abolish private education straight away whereas the moderates wanted to wait until their own children had finished school.||It's a crying shame, education like brexit and the slow moving car crash that is conservative party unity should be open goals for labour. Instead with McDonnell firing the opening shots in a reinvigorated war of membership vs the plp and him, corbyn and milne vs the overwhelming majority of members, unions, plp, llps and 70% of labour voters who voted remain all that will shortly happen is stories if fratricide and red on red briefings.||Labours chance ... You have a lot more faith in them than I do.||Do Labour still exist? I never hear much about them these days.||Labour have many opportunities at the moment to stand up and do the right thing. It is surely one of the best eras in politics to be the opposition as there's so much going on and so much opportunity to put forward a case for reshaping the future of this country.
But it won't happen. Labour are too busy fighting each other to do any good for the country at the moment. Corbyn has the power he wanted, but doesn't seem to know what to do with it.",,,016c8235-eba3-4d00-aef9-b631b3979fae,,,"<p>Politics abhors a vacuum – and the government has created a large one in education. In the space of a month, it has abandoned legislation to speed up the academy programme, launched an expansion of grammar schools but offered no details and postponed the introduction of a national funding formula. The result is confusion and uncertainty. Many schools had already started to plan for academy status and local authorities were doing the ground work for changes to school funding. Now they have been left high and dry waiting for the next snippet of information from ministers.</p> <p>What an opportunity for Labour. In opposition, the party has struggled to develop a distinctive identity; its broad support for key policies such as academies has overshadowed the differences between Labour and its opponents. Too few people feel it offers fresh thinking.</p>",Conservative education policy is in chaos. This is Labour’s chance I Estelle Morris,,https://www.theguardian.com/education/2016/nov/22/conservative-education-policy-labour-estelle-morris
1100782443,12/4/2016 02:18:46,2261928819,12/4/2016 02:17:58,false,instagc,0.4833,27770607,USA,TX,El Paso,173.175.172.255,no,unknown,unknown,unknown,yes,"Ah yes, Labour's education policy.. 
I always liked the line about the difference between the extremists and the moderates was the the extremists wanted to abolish private education straight away whereas the moderates wanted to wait until their own children had finished school.||It's a crying shame, education like brexit and the slow moving car crash that is conservative party unity should be open goals for labour. Instead with McDonnell firing the opening shots in a reinvigorated war of membership vs the plp and him, corbyn and milne vs the overwhelming majority of members, unions, plp, llps and 70% of labour voters who voted remain all that will shortly happen is stories if fratricide and red on red briefings.||Labours chance ... You have a lot more faith in them than I do.||Do Labour still exist? I never hear much about them these days.||Labour have many opportunities at the moment to stand up and do the right thing. It is surely one of the best eras in politics to be the opposition as there's so much going on and so much opportunity to put forward a case for reshaping the future of this country.
But it won't happen. Labour are too busy fighting each other to do any good for the country at the moment. Corbyn has the power he wanted, but doesn't seem to know what to do with it.",,,016c8235-eba3-4d00-aef9-b631b3979fae,,,"<p>Politics abhors a vacuum – and the government has created a large one in education. In the space of a month, it has abandoned legislation to speed up the academy programme, launched an expansion of grammar schools but offered no details and postponed the introduction of a national funding formula. The result is confusion and uncertainty. Many schools had already started to plan for academy status and local authorities were doing the ground work for changes to school funding. Now they have been left high and dry waiting for the next snippet of information from ministers.</p> <p>What an opportunity for Labour. In opposition, the party has struggled to develop a distinctive identity; its broad support for key policies such as academies has overshadowed the differences between Labour and its opponents. Too few people feel it offers fresh thinking.</p>",Conservative education policy is in chaos. This is Labour’s chance I Estelle Morris,,https://www.theguardian.com/education/2016/nov/22/conservative-education-policy-labour-estelle-morris
1100782444,12/4/2016 06:35:36,2262157654,12/4/2016 06:34:47,false,getpaid,0.75,39339973,CAN,SK,Regina,24.89.119.182,no,no,yes,unknown,no,"Not much of a choice....||I got a 1% litre bottle of red from the local shop, the wine is made in Alentejo, so thank you but I stick to that||Not much Bordeaux, Rhone, Burgundy or Fiona. Interesting lot.||Only one bottle out of 50 from Aldi or Lidl? Okay then.
I buy a case from Berry Bros every Christmas as my auntie gets a discount from them but my normal everyday wine, not every single day mind, is almost always from Lidl or Aldi.||I was in Budapest recently and was completely won over by Tokay, despite never having liked any wine before. Will have to get some for Christmas.",,,016f300d-93e5-48e6-b6b4-83034b5442a0,,,"White wines under £10 <p>Tesco Finest St-Mont, France 2014 (£6, Tesco)<br />Made by the ever-reliable Gascon co-operative Producteurs Plaimont, this south-western French budget staple of the Tesco range is in fine nick this vintage. Its super-tangy grapefruit and tropical flavours make it a good allrounder for fish and white meat.</p> <p>The Co-op Truly Irresistible Australian Chardonnay 2015 (£6.99, The Co-op)<br />A smart move by the Co-op to get the talented Western Australian Larry Cherubino on board for this superb value chardonnay – it has the sun-filled fleshy orchard fruit you’d expect from classic Australian chardonnay, but with a crackle of fresh acidity to go with the bird or the smoked salmon.</p>",The 50 best wines for Christmas 2016,,https://www.theguardian.com/lifeandstyle/2016/nov/20/50-best-christmas-wines-2016-bargains-budget-quality-food-matches
1100782444,12/4/2016 07:34:30,2262189908,12/4/2016 07:34:03,false,clixsense,0.6778,15117831,GBR,I6,Milton Keynes,90.195.104.183,no,yes,yes,yes,no,"Not much of a choice....||I got a 1% litre bottle of red from the local shop, the wine is made in Alentejo, so thank you but I stick to that||Not much Bordeaux, Rhone, Burgundy or Fiona. Interesting lot.||Only one bottle out of 50 from Aldi or Lidl? Okay then.
I buy a case from Berry Bros every Christmas as my auntie gets a discount from them but my normal everyday wine, not every single day mind, is almost always from Lidl or Aldi.||I was in Budapest recently and was completely won over by Tokay, despite never having liked any wine before. Will have to get some for Christmas.",,,016f300d-93e5-48e6-b6b4-83034b5442a0,,,"White wines under £10 <p>Tesco Finest St-Mont, France 2014 (£6, Tesco)<br />Made by the ever-reliable Gascon co-operative Producteurs Plaimont, this south-western French budget staple of the Tesco range is in fine nick this vintage. Its super-tangy grapefruit and tropical flavours make it a good allrounder for fish and white meat.</p> <p>The Co-op Truly Irresistible Australian Chardonnay 2015 (£6.99, The Co-op)<br />A smart move by the Co-op to get the talented Western Australian Larry Cherubino on board for this superb value chardonnay – it has the sun-filled fleshy orchard fruit you’d expect from classic Australian chardonnay, but with a crackle of fresh acidity to go with the bird or the smoked salmon.</p>",The 50 best wines for Christmas 2016,,https://www.theguardian.com/lifeandstyle/2016/nov/20/50-best-christmas-wines-2016-bargains-budget-quality-food-matches
1100782444,12/4/2016 07:49:15,2262201987,12/4/2016 07:48:18,false,clixsense,0.7556,6377879,USA,IA,Council Bluffs,24.252.56.103,no,no,no,no,no,"Not much of a choice....||I got a 1% litre bottle of red from the local shop, the wine is made in Alentejo, so thank you but I stick to that||Not much Bordeaux, Rhone, Burgundy or Fiona. Interesting lot.||Only one bottle out of 50 from Aldi or Lidl? Okay then.
I buy a case from Berry Bros every Christmas as my auntie gets a discount from them but my normal everyday wine, not every single day mind, is almost always from Lidl or Aldi.||I was in Budapest recently and was completely won over by Tokay, despite never having liked any wine before. Will have to get some for Christmas.",,,016f300d-93e5-48e6-b6b4-83034b5442a0,,,"White wines under £10 <p>Tesco Finest St-Mont, France 2014 (£6, Tesco)<br />Made by the ever-reliable Gascon co-operative Producteurs Plaimont, this south-western French budget staple of the Tesco range is in fine nick this vintage. Its super-tangy grapefruit and tropical flavours make it a good allrounder for fish and white meat.</p> <p>The Co-op Truly Irresistible Australian Chardonnay 2015 (£6.99, The Co-op)<br />A smart move by the Co-op to get the talented Western Australian Larry Cherubino on board for this superb value chardonnay – it has the sun-filled fleshy orchard fruit you’d expect from classic Australian chardonnay, but with a crackle of fresh acidity to go with the bird or the smoked salmon.</p>",The 50 best wines for Christmas 2016,,https://www.theguardian.com/lifeandstyle/2016/nov/20/50-best-christmas-wines-2016-bargains-budget-quality-food-matches
1100782445,12/4/2016 01:18:22,2261838151,12/4/2016 01:17:41,false,clixsense,0.8211,35394287,CAN,NL,Stephenville,71.7.213.107,no,no,unknown,unknown,no,"Yep. Everybody sees that electing Trump is going to spell disaster. Everybody draws a parrellel with his election and the stupidity of Brexit. Brexit is going to damage the UK. Let's not...||Wow, it's almost as if no one has made those arguments about Brexit in the Guardian multiple times already.
Talk about scraping the barrel.||Brexit was only advisory, not mandatory. Dump it.||Trump and Farage - the culmination of decades of PC views being rammed down people's throats, it went on for so long a whole generation of Millenials thought it to be normal to inhibit free speech. RIP PC.||We lost. Let's not get over it. We need to win again.",,,023edfaa-e810-4aba-97aa-d5407db21a4a,,,"<p>All right: the egregious Donald Trump’s victory is, in his words, “Brexit plus, plus, plus”, and it is far more significantly ominous for the rest of the world than Brexit.</p> <p>But what Trump’s triumph also does is to strengthen the case for re-examining the Brexit decision. Europe is now faced with huge geopolitical concerns. It should be pulling together, and resisting the centrifugal forces which the result of the British referendum can only aggravate.</p>",Trump’s election reinforces the need for Britain to turn against Brexit,,https://www.theguardian.com/business/2016/nov/13/trump-election-means-britain-turn-against-brexit
